"fisc_wk_id","fisc_wk_strt_dt","mkt_lvl","rgn_shrt_nm","co_nbr","co_shrt_nm","bus_ctr_nm","itm_grp_nm","attr_grp_nm","prc_src_typ_cd","cust_nbr","cuisine_lvl_1_desc","ttl_cases","ttl_sales","ttl_lines","ttl_grs_prft"
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"001628",Asian,2.000,67.76,1,13.560
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"003129",Latin,2.000,75.90,1,15.704
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"010470",Latin,3.000,113.67,1,23.377
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"011759",Asian,2.000,77.58,1,17.384
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"011846","",5.000,194.90,1,44.412
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"011852","",8.000,311.84,1,73.459
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"012403",Latin,1.000,35.83,1,8.730
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"012554",Latin,2.000,75.78,1,15.584
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"012746",Asian,4.000,136.64,1,28.241
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"012747",Asian,4.000,136.64,1,28.241
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"013616",Asian,5.000,174.75,1,25.762
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"013824",Asian,1.000,34.98,1,7.880
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"014478",Specialty American,2.000,68.32,1,15.020
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"014542",Asian,12.000,407.40,1,49.829
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"014743",Asian,2.000,73.90,1,13.704
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"015258",Asian,6.000,207.00,1,44.402
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"015984","",6.000,232.74,1,53.954
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"016273",Asian,5.000,194.90,1,44.412
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"016307",Asian,6.000,233.88,1,53.294
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"016436",Single-Focus American,2.000,77.96,1,18.364
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"016461","",2.000,61.98,1,1.784
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"016485",Asian,1.000,38.98,1,8.882
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"016627",Latin,5.000,189.75,1,40.762
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"016676",Latin,1.000,34.77,1,4.972
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"016959",Mainstream American,3.000,98.25,1,16.078
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"017112",Asian,2.000,79.76,1,19.564
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"017136",Bar or Brewery,1.000,32.75,1,5.359
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"017441",Beverages and Snacks,12.000,467.88,1,106.709
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"018464",Asian,1.000,38.98,1,9.182
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"018724",Latin,1.000,33.92,1,6.820
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"019005","",5.000,194.90,1,44.412
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"019114",Mainstream American,2.000,85.90,1,25.704
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"019595",Latin,1.000,33.92,1,6.820
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"020191",Specialty American,1.000,34.85,1,8.200
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"020327",Asian,1.000,35.81,1,9.160
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"020462",Mainstream American,4.000,138.32,1,17.929
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"021815",Mainstream American,11.000,403.48,1,74.806
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"022022",Mainstream American,4.000,168.00,1,58.439
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"022353",Specialty American,6.000,220.08,1,39.494
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"022386",Bar or Brewery,2.000,65.50,1,10.719
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"022920",Mainstream American,1.000,37.42,1,8.069
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"024413",Asian,1.000,38.00,1,7.902
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"024804","",1.000,36.77,1,6.972
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"025190",Asian,3.000,98.97,1,8.677
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"025511",Specialty American,2.000,73.90,1,14.004
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"025579",Specialty American,7.000,256.76,1,47.276
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"025593","",2.000,83.00,1,22.804
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"025779",Asian,4.000,143.08,1,23.288
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"026470",Asian,2.000,69.90,1,9.704
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"026595",Sandwich & Deli,3.000,110.97,1,29.671
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"026660",Latin,5.000,154.95,1,4.462
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"026683","",3.000,109.86,1,21.808
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"026716",Specialty American,3.000,112.65,1,22.357
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"026971",Latin,10.000,360.00,1,59.024
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"027700",Specialty American,1.000,34.64,1,4.542
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"027734",Mainstream American,3.000,98.25,1,16.078
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"028004",Asian,6.000,206.64,1,45.841
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"028839",Latin,4.000,167.96,1,47.569
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"029751",Latin,13.000,476.45,1,89.080
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"029753",Specialty American,6.000,215.28,1,55.382
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"029803",Single-Focus American,1.000,37.55,1,7.452
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"029893",Asian,1.000,34.90,1,5.102
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"030058",Beverages and Snacks,2.000,79.98,1,20.384
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"030159",Latin,1.000,44.66,1,6.410
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"030219",Beverages and Snacks,15.000,644.85,1,197.887
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"030356",Beverages and Snacks,5.000,193.95,1,44.962
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"030394","",4.000,147.84,1,27.449
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"030404",Specialty American,6.000,207.00,1,26.414
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"030790",Asian,4.000,130.56,1,14.397
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"031286",Latin,5.000,167.40,1,18.412
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"031389","",3.000,111.84,1,24.718
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"031434",Latin,2.000,64.00,1,5.918
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"031563",Beverages and Snacks,2.000,66.28,1,12.080
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"031919","",5.000,154.95,1,5.962
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"049288",Latin,6.000,227.70,1,48.014
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"071746",Asian,8.000,302.64,1,63.658
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"124115",Latin,1.000,34.94,1,7.840
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"211854",Beverages and Snacks,2.000,72.24,1,12.644
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"217505",Latin,3.000,107.52,1,19.468
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"252890",Asian,1.000,35.77,1,5.672
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"267245",Asian,2.000,71.54,1,11.644
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"275743",Latin,22.000,751.52,1,90.572
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"281659",Latin,6.000,225.48,1,45.493
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"296616",Latin,4.000,151.93,2,34.537
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"316687",Latin,10.000,409.50,1,110.022
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"357012",Beverages and Snacks,12.000,443.88,1,82.709
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"385997",Mainstream American,30.000,926.10,1,119.860
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"391235",Latin,3.000,108.84,1,18.547
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"404780",Asian,1.000,34.95,1,4.852
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"409748",Beverages and Snacks,27.000,890.19,1,168.399
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"413625",Beverages and Snacks,2.000,114.88,1,22.114
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"430553",Mainstream American,7.000,256.76,1,46.976
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"451062",Latin,4.000,150.32,1,30.229
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"454769",Asian,3.000,110.28,1,20.286
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"456616",Latin,4.000,139.08,1,19.288
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"460873",Specialty American,1.000,41.99,1,11.892
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"532879",Latin,1.000,38.99,1,8.892
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"534644",Asian,2.000,69.00,1,8.804
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"538603",Latin,1.000,41.95,1,12.152
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"550046",Asian,5.000,172.20,1,36.701
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"556902",Specialty American,1.000,36.28,1,6.182
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"578195",Mainstream American,1.000,35.03,1,4.932
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"579771",Asian,2.000,69.00,1,8.804
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"591164",Asian,5.000,174.50,1,25.512
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"595751",Asian,3.000,109.95,1,20.557
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"602524",Asian,1.000,34.61,1,7.510
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"608232",Specialty American,11.000,575.85,1,65.641
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"626549","",5.000,192.10,1,46.896
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"627133","",15.000,599.85,1,152.887
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"672949",Latin,1.000,33.48,1,3.682
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"694612",Latin,10.000,387.90,1,86.924
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"702597",Asian,6.000,204.96,1,43.261
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"706564",Asian,3.000,103.32,1,22.021
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"710012",Asian,9.000,309.96,1,68.312
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"718965","",6.000,231.54,1,50.954
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"723882",Beverages and Snacks,3.000,112.65,1,22.357
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"732065","",8.000,293.68,1,52.899
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"732156",Latin,1.000,38.69,1,8.892
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"732339","",10.000,309.90,1,8.924
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"732842",Latin,8.000,303.60,1,64.018
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"742189",Asian,3.000,107.31,1,17.616
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"745315",Asian,6.000,227.76,1,47.174
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"749481",Sandwich & Deli,2.000,71.16,1,10.964
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"760751",Beverages and Snacks,16.000,495.84,1,14.279
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"769554","",3.000,107.52,1,19.468
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"773184",Latin,1.000,37.34,1,10.240
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"779561",Sandwich & Deli,3.000,106.74,1,17.347
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"782003",Mainstream American,1.000,33.99,1,3.892
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"795104",Latin,40.000,1425.60,1,221.699
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"814814",Mainstream American,1.000,35.95,1,5.852
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"818310","",4.000,146.32,1,25.929
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"824615",Specialty American,2.000,61.50,1,1.904
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"828277",Mainstream American,4.000,146.72,1,26.928
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"857193",Asian,1.000,35.50,1,5.402
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"863803",Asian,4.000,138.00,1,29.601
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"869040",Latin,18.000,666.00,1,124.243
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"869073",Latin,3.000,112.74,1,22.746
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"875237","",2.000,77.96,1,17.764
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"907071",Beverages and Snacks,8.000,311.92,1,72.338
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"910273","",8.000,295.60,1,57.219
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"912469",Latin,3.000,113.85,1,23.557
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"919183","",4.000,131.88,1,25.281
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"919191","",5.000,164.85,1,30.701
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"929430",Asian,2.000,69.00,1,8.804
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"931881","",5.000,183.85,1,33.362
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"934166","",5.000,184.80,1,34.312
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"938308",Asian,2.000,69.96,1,15.760
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"938894",Asian,1.000,33.48,1,3.382
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"948588","",16.000,606.24,1,124.679
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"951475","",4.000,155.92,1,36.128
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"955922",Bar or Brewery,1.000,38.51,1,9.469
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"967265","",6.000,233.88,1,55.094
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"969170",Latin,7.000,279.93,1,69.846
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"976423",Latin,12.000,394.20,1,33.029
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"976902",Latin,4.000,171.96,1,51.569
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"977702",Latin,12.000,426.36,1,65.189
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"981423",Asian,2.000,77.96,1,17.764
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"983452",Asian,1.000,38.87,1,8.772
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"987347",Asian,5.000,153.60,1,3.112
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"990119",Latin,25.000,900.00,1,147.562
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"993253",Asian,3.000,102.48,1,21.181
202249,2022-06-05,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"995100",Mainstream American,4.000,155.16,1,34.769
202250,2022-06-12,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"001628",Asian,2.000,62.80,1,16.116
202250,2022-06-12,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"003129",Latin,1.000,36.94,1,8.493
202250,2022-06-12,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"010470",Latin,3.000,110.64,1,25.300
202250,2022-06-12,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"011477",Asian,3.000,83.55,1,13.524
202250,2022-06-12,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"011638",Mainstream American,11.000,415.58,1,87.707
202250,2022-06-12,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"011759",Asian,2.000,75.56,1,15.946
202250,2022-06-12,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"011846","",4.000,151.88,1,32.653
202250,2022-06-12,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"011852","",10.000,379.70,1,95.234
202250,2022-06-12,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"012554",Latin,2.000,73.76,1,16.866
202250,2022-06-12,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"012746",Asian,4.000,126.76,1,20.072
202250,2022-06-12,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"012747",Asian,6.000,190.14,1,30.109
202250,2022-06-12,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"013352",Asian,2.000,77.90,1,19.646
202250,2022-06-12,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"013620",Asian,2.000,77.90,1,18.286
202250,2022-06-12,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"013820",Single-Focus American,8.000,255.76,1,17.307
202250,2022-06-12,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"013823",Asian,2.000,59.10,1,2.206
202250,2022-06-12,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"013824",Asian,2.000,59.10,1,2.206
202250,2022-06-12,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"014478",Specialty American,2.000,63.94,1,7.046
202250,2022-06-12,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"014542",Asian,12.000,395.28,1,53.920
202250,2022-06-12,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"014743",Asian,1.000,35.94,1,7.493
202250,2022-06-12,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"015258",Asian,5.000,161.65,1,19.417
202250,2022-06-12,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"015984","",8.000,302.24,1,74.667
202250,2022-06-12,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"016142","",4.000,143.80,1,30.013
202250,2022-06-12,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"016273",Asian,5.000,189.85,1,47.617
202250,2022-06-12,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"016307",Asian,7.000,265.79,1,66.663
202250,2022-06-12,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"016436",Single-Focus American,1.000,37.97,1,9.523
202250,2022-06-12,South,South Texas,"067",HOUSTON,DAIRY,EGGS,SHELL EGGS,CEP,"016461","",2.000,59.90,1,0.286
